judge,model,gt,dataset,prompt_id,rating,pred_length
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_28,4,119
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_29,4,91
anthropic.claude-v2:1,gpt-3.5-turbo,3.667,xsum,xsum_30,4,90
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_31,4,49
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_32,4,99
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_33,4,109
anthropic.claude-v2:1,gpt-3.5-turbo,3,xsum,xsum_34,4,126
anthropic.claude-v2:1,gpt-3.5-turbo,3.333,xsum,xsum_35,4,110
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_36,4,125
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_37,4,161
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_38,4,91
anthropic.claude-v2:1,gpt-3.5-turbo,3.667,xsum,xsum_39,4,150
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_40,4,163
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_41,4,142
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_42,4,95
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_43,4,84
anthropic.claude-v2:1,gpt-3.5-turbo,2.667,xsum,xsum_44,4,113
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_45,4,116
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_46,4,122
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_47,4,100
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_48,4,133
anthropic.claude-v2:1,gpt-3.5-turbo,3.667,xsum,xsum_49,4,113
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_50,4,116
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_51,4,129
anthropic.claude-v2:1,gpt-3.5-turbo,3.333,xsum,xsum_52,4,101
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_53,4,105
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_54,4,108
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_55,4,86
anthropic.claude-v2:1,gpt-3.5-turbo,3.667,xsum,xsum_56,4,103
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_57,4,91
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_58,4,57
anthropic.claude-v2:1,gpt-3.5-turbo,3.667,xsum,xsum_59,4,105
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_60,4,81
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_61,4,47
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_62,4,101
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_63,4,128
anthropic.claude-v2:1,gpt-3.5-turbo,3.333,xsum,xsum_64,4,119
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_65,4,115
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_66,4,127
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_67,4,91
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_68,4,80
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_69,4,141
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_70,4,106
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_71,4,92
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_72,4,45
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_73,4,159
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_74,4,108
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_75,4,103
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_76,4,109
anthropic.claude-v2:1,gpt-3.5-turbo,3.333,xsum,xsum_77,4,127
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_78,4,86
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_79,4,141
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_80,4,106
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_81,4,94
anthropic.claude-v2:1,gpt-3.5-turbo,3.667,xsum,xsum_82,4,131
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_83,4,85
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_84,4,82
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_85,4,62
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_86,4,137
anthropic.claude-v2:1,gpt-3.5-turbo,3.667,xsum,xsum_87,4,94
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_88,4,139
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_89,4,132
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_90,4,116
anthropic.claude-v2:1,gpt-3.5-turbo,3.667,xsum,xsum_91,4,111
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_92,4,113
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_93,4,71
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_94,4,119
anthropic.claude-v2:1,gpt-3.5-turbo,3.333,xsum,xsum_95,4,85
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_96,4,109
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_97,4,110
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_98,4,93
anthropic.claude-v2:1,gpt-3.5-turbo,4,xsum,xsum_99,4,155
anthropic.claude-v2:1,gpt-4o,3,cnn,cnn_0,4,174
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_1,4,136
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_2,4,137
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_3,4,186
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_4,4,120
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_5,4,161
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_6,4,144
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_7,4,141
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_8,4,150
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_9,3,155
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_10,4,142
anthropic.claude-v2:1,gpt-4o,3.333,cnn,cnn_11,4,172
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_12,4,119
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_13,4,113
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_14,4,106
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_15,4,192
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_16,4,115
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_17,4,148
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_18,4,210
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_19,4,149
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_20,4,174
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_21,4,78
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_22,4,153
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_23,4,134
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_24,4,135
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_25,4,122
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_26,4,170
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_27,3,180
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_28,3,126
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_29,4,160
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_30,4,125
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_31,4,153
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_32,4,129
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_33,4,180
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_34,4,152
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_35,4,116
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_36,4,140
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_37,4,160
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_38,4,208
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_39,4,132
anthropic.claude-v2:1,gpt-4o,3.333,cnn,cnn_40,4,198
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_41,4,135
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_42,4,193
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_43,4,135
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_44,4,190
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_45,4,159
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_46,4,82
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_47,4,128
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_48,4,126
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_49,4,137
anthropic.claude-v2:1,gpt-4o,3.333,cnn,cnn_50,4,148
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_51,4,133
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_52,4,124
anthropic.claude-v2:1,gpt-4o,3.333,cnn,cnn_53,4,129
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_54,4,189
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_55,4,100
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_56,4,165
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_57,4,143
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_58,4,158
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_59,4,170
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_60,4,163
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_61,4,159
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_62,4,139
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_63,4,141
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_64,4,177
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_65,4,147
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_66,4,134
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_67,4,167
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_68,4,160
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_69,4,118
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_70,4,176
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_71,4,142
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_72,4,140
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_73,4,152
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_74,4,152
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_75,4,177
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_76,4,184
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_77,4,127
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_78,4,156
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_79,4,147
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_80,4,128
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_81,4,104
anthropic.claude-v2:1,gpt-4o,3.5,cnn,cnn_82,4,139
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_83,4,144
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_84,4,159
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_85,4,177
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_86,4,123
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_87,4,153
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_88,4,146
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_89,4,129
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_90,4,176
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_91,4,127
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_92,4,236
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_93,4,155
anthropic.claude-v2:1,gpt-4o,3.667,cnn,cnn_94,4,134
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_95,4,168
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_96,4,159
anthropic.claude-v2:1,gpt-4o,3.333,cnn,cnn_97,4,184
anthropic.claude-v2:1,gpt-4o,3.333,cnn,cnn_98,4,136
anthropic.claude-v2:1,gpt-4o,4,cnn,cnn_99,4,176
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_0,4,174
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_1,4,137
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_2,4,206
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_3,4,126
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_4,4,79
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_5,4,152
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_6,4,77
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_7,4,64
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_8,4,82
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_9,4,102
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_10,4,135
anthropic.claude-v2:1,gpt-4o,3.333,xsum,xsum_11,4,138
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_12,4,158
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_13,4,120
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_14,4,144
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_15,4,168
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_16,4,106
anthropic.claude-v2:1,gpt-4o,3.333,xsum,xsum_17,4,152
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_18,4,129
anthropic.claude-v2:1,gpt-4o,3.333,xsum,xsum_19,4,127
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_20,4,114
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_21,4,195
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_22,4,134
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_23,4,160
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_24,4,153
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_25,4,133
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_26,4,98
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_27,4,95
anthropic.claude-v2:1,gpt-4o,3.333,xsum,xsum_28,4,182
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_29,4,134
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_30,4,168
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_31,4,49
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_32,4,104
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_33,4,134
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_34,4,146
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_35,4,171
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_36,4,149
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_37,4,180
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_38,4,120
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_39,4,155
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_40,4,149
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_41,4,164
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_42,4,109
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_43,4,71
anthropic.claude-v2:1,gpt-4o,3.333,xsum,xsum_44,4,169
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_45,4,125
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_46,4,157
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_47,4,109
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_48,4,126
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_49,4,147
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_50,4,141
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_51,4,118
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_52,4,169
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_53,4,157
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_54,4,164
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_55,4,140
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_56,4,207
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_57,4,107
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_58,4,57
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_59,4,161
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_60,4,101
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_61,4,57
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_62,4,108
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_63,4,158
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_64,4,154
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_65,4,138
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_66,4,172
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_67,4,85
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_68,4,151
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_69,4,184
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_70,4,130
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_71,4,104
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_72,4,49
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_73,4,145
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_74,4,130
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_75,4,123
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_76,4,134
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_77,4,184
anthropic.claude-v2:1,gpt-4o,3.333,xsum,xsum_78,4,112
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_79,4,146
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_80,4,130
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_81,4,88
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_82,4,163
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_83,4,113
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_84,4,137
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_85,4,62
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_86,4,133
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_87,4,147
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_88,4,137
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_89,4,160
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_90,4,105
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_91,4,122
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_92,4,110
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_93,4,119
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_94,4,124
anthropic.claude-v2:1,gpt-4o,3.667,xsum,xsum_95,4,162
anthropic.claude-v2:1,gpt-4o,3,xsum,xsum_96,4,145
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_97,4,166
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_98,4,145
anthropic.claude-v2:1,gpt-4o,4,xsum,xsum_99,4,211
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_0,4,218
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_1,4,169
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_2,4,213
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_3,4,218
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_4,4,176
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_5,4,191
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.333,cnn,cnn_6,3,182
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_7,4,210
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_8,4,206
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_9,4,183
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_10,4,228
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_11,4,189
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_12,4,131
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_13,4,179
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_14,4,210
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_15,4,236
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_16,4,230
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_17,4,157
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_18,4,171
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_19,4,191
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_20,4,215
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_21,4,148
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_22,4,218
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_23,4,165
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_24,4,190
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_25,4,201
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_26,4,189
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.333,cnn,cnn_27,4,181
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_28,4,207
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_29,4,189
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_30,4,171
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_31,4,207
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.5,cnn,cnn_32,4,175
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_33,4,221
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_34,4,210
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_35,4,185
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_36,4,133
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_37,4,212
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_38,4,178
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_39,4,193
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_40,4,176
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_41,4,216
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_42,4,183
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_43,4,186
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_44,4,182
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_45,4,175
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_46,4,130
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_47,4,217
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3,cnn,cnn_48,4,185
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_49,4,176
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_50,4,182
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_51,3,206
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_52,4,172
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_53,4,207
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_54,4,197
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_55,4,167
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_56,4,177
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_57,4,151
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_58,4,221
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_59,4,177
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_60,4,174
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_61,4,199
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_62,4,172
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_63,4,174
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,4,cnn,cnn_64,4,197
anthropic.claude-3-5-sonnet-20241022-v2:0,anthropic.claude-v2:1,3.667,cnn,cnn_65,4,221
