judge,model,gt,dataset,prompt_id,rating,pred_length
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,helm-instruct,helm-instruct_181,2,161
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_183,2,163
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_187,1,145
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_192,1,222
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_193,2,206
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_195,2,174
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_198,1,212
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_199,2,131
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.333,helm-instruct,helm-instruct_200,1,175
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_202,2,117
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_203,2,191
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_204,1,179
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_205,1,205
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_209,2,208
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_210,2,217
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_211,2,81
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_212,2,163
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_213,2,194
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_214,1,112
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_215,2,214
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_216,1,188
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_217,2,219
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_218,2,226
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_219,2,192
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,helm-instruct,helm-instruct_221,1,154
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_224,2,163
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_225,2,104
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_226,2,136
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_229,2,201
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_230,0,23
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_231,2,162
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_235,2,221
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.333,helm-instruct,helm-instruct_238,2,91
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_241,2,175
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_242,2,47
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_243,2,55
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,0,helm-instruct,helm-instruct_245,1,53
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_248,1,207
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_249,2,206
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_253,2,226
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_254,1,229
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_258,1,150
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1,helm-instruct,helm-instruct_261,1,216
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_262,2,50
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_263,2,57
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_264,2,242
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_265,2,208
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_266,1,219
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_267,1,205
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_268,1,235
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_270,1,187
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_271,2,221
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_273,2,191
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_274,1,180
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_275,2,222
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_276,1,198
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_277,1,204
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.5,helm-instruct,helm-instruct_279,1,207
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_280,2,205
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_282,2,204
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_283,2,207
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1,helm-instruct,helm-instruct_284,1,187
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_285,2,220
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_287,2,217
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_288,2,227
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_289,2,231
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_290,2,227
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_291,2,217
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_292,2,104
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,helm-instruct,helm-instruct_294,2,180
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.333,helm-instruct,helm-instruct_298,1,222
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_1,2,3
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1,mtbench,mtbench_2,1,167
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_3,2,245
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_6,2,46
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,mtbench,mtbench_7,0,99
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_8,2,195
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_9,2,98
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,mtbench,mtbench_10,1,215
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,mtbench,mtbench_12,1,117
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_17,2,95
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_18,2,12
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_19,0,23
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_20,2,222
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_22,1,235
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_24,1,234
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.333,mtbench,mtbench_25,1,190
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,mtbench,mtbench_26,1,196
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,mtbench,mtbench_28,1,182
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_32,2,46
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.333,mtbench,mtbench_35,1,198
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_36,2,156
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_38,2,223
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_39,2,224
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_40,1,211
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,0.333,mtbench,mtbench_41,1,194
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_42,1,199
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,mtbench,mtbench_43,1,192
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_44,2,109
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_45,2,185
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,0.667,mtbench,mtbench_46,2,63
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_47,1,198
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_48,2,227
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,0,mtbench,mtbench_49,0,47
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_50,2,30
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_53,2,206
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_55,2,26
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_56,2,219
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.333,mtbench,mtbench_59,1,209
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_60,2,37
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_61,2,69
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.333,mtbench,mtbench_62,1,222
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_66,2,200
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_68,1,235
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_69,2,216
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_70,1,156
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_71,2,63
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.333,mtbench,mtbench_74,1,188
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,0,mtbench,mtbench_75,2,173
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_76,2,78
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,0,mtbench,mtbench_77,2,25
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_78,2,86
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,mtbench,mtbench_79,2,76
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_0,1,210
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_1,2,123
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_2,2,168
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_3,2,167
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_4,2,138
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_5,2,173
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_6,2,123
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_7,2,113
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_8,2,182
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_9,2,166
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_10,2,155
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_11,2,191
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_12,2,113
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_13,2,108
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_14,2,143
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_15,2,227
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_16,2,157
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_17,2,185
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_18,2,195
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_19,2,184
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_20,2,171
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_21,2,100
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_22,2,179
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_23,2,150
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_24,2,188
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_25,2,168
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_26,1,198
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_27,2,167
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_28,2,116
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_29,2,149
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_30,2,116
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_31,2,132
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_32,2,223
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_33,2,160
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_34,2,196
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_35,2,129
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_36,2,157
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_37,2,206
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_38,2,188
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_39,2,187
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_40,2,159
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_41,2,122
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_42,1,230
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_43,2,114
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_44,2,199
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_45,2,181
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_46,2,85
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_47,2,114
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_48,2,188
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_49,2,199
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_50,2,130
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.333,cnn,cnn_51,2,106
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_52,2,190
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_53,1,201
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_54,2,195
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_55,2,99
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_56,2,182
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_57,2,152
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.5,cnn,cnn_58,1,203
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_59,2,144
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_60,2,203
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_61,2,164
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_62,2,107
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_63,2,151
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_64,2,190
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_65,2,133
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_66,2,139
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_67,2,121
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_68,2,203
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_69,2,174
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_70,2,216
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_71,2,143
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_72,2,122
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_73,2,203
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_74,2,180
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_75,2,187
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_76,2,178
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_77,2,144
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_78,2,151
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_79,2,136
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_80,2,148
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_81,2,153
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,1.667,cnn,cnn_82,2,138
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_83,2,135
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_84,2,210
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_85,2,216
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_86,2,118
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_87,2,180
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_88,2,155
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_89,2,151
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_90,2,163
anthropic.claude-3-5-sonnet-20241022-v2:0,mistral.mistral-7b-instruct-v0:2,2,cnn,cnn_91,2,116
